	"DRR357080"	"DRR357081"	"DRR357082"	"DRR357083"	"DRR357084"
"ENSG00000288674"	3.16	5.39	8.70	5.16	22.75
"ENSG00000288675"	97.00	63.00	58.00	52.00	86.01
"ENSG00000288677"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288678"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288679"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288680"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288681"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288683"	36.96	20.66	24.99	48.14	59.86
"ENSG00000288684"	20.34	27.18	43.89	50.28	24.42
"ENSG00000288685"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288686"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288690"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288691"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288692"	0.00	2.05	2.00	0.00	1.92
"ENSG00000288694"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288695"	0.00	4.58	2.99	6.46	8.63
"ENSG00000288696"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288697"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288698"	11.66	7.71	9.56	0.00	6.42
"ENSG00000288699"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288700"	3.01	0.00	0.00	0.00	1.76
"ENSG00000288701"	15932.00	14698.00	11323.00	12045.00	16104.00
"ENSG00000288702"	264.80	278.17	514.93	613.04	504.24
"ENSG00000288703"	0.00	0.00	0.00	0.00	2.00
"ENSG00000288704"	6.00	1.00	1.00	3.00	1.00
"ENSG00000288705"	50.40	50.19	118.92	115.78	113.32
"ENSG00000288706"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288707"	0.00	1.00	0.00	2.00	1.00
"ENSG00000288708"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288709"	194.58	201.13	167.45	191.42	228.07
"ENSG00000288710"	18.13	22.07	17.53	8.24	41.97
"ENSG00000288711"	0.00	1.81	0.00	0.00	0.00
"ENSG00000288712"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288713"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288714"	0.00	0.00	0.00	2.00	0.00
"ENSG00000288715"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288716"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288717"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288718"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288719"	4.00	5.00	2.00	5.00	5.00
"ENSG00000288720"	0.00	0.00	0.00	2.00	0.00
"ENSG00000288721"	13.18	20.43	11.26	15.74	13.14
"ENSG00000288722"	486.84	518.73	409.10	425.15	492.86
"ENSG00000288723"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288724"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288725"	2.38	0.00	41.80	131.69	184.13
"ENSG00000288726"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288727"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288728"	6.00	8.00	13.00	5.00	7.00
"ENSG00000288729"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288730"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288731"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288732"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288734"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288735"	1.00	0.00	0.00	0.00	0.00
"ENSG00000288736"	20.00	21.00	24.00	30.00	34.00
"ENSG00000288737"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288738"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288739"	5.00	0.00	1.00	2.00	4.00
"ENSG00000288740"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288741"	27.00	34.07	20.77	23.00	37.88
"ENSG00000288742"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288743"	6.00	6.00	1.00	7.00	6.00
"ENSG00000288744"	0.00	1.01	1.00	0.00	3.00
"ENSG00000288745"	4.00	4.00	2.00	2.00	4.00
"ENSG00000288746"	22.00	23.00	17.00	9.00	18.00
"ENSG00000288747"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288748"	11.00	7.00	7.00	5.00	4.00
"ENSG00000288749"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288750"	3.00	1.00	4.00	0.00	6.00
"ENSG00000288751"	2.00	6.00	3.00	0.00	1.00
"ENSG00000288752"	29.00	22.00	20.00	15.00	25.00
"ENSG00000288753"	1.00	0.00	0.00	0.00	2.00
"ENSG00000288754"	61.00	60.00	23.00	35.00	60.00
"ENSG00000288755"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288756"	1.00	2.00	0.00	4.00	8.00
"ENSG00000288757"	0.00	2.00	3.00	3.00	5.00
"ENSG00000288758"	1.00	3.00	3.00	1.00	1.00
"ENSG00000288759"	9.00	13.00	10.00	4.05	16.00
"ENSG00000288760"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288761"	7.00	11.00	15.00	5.00	6.00
"ENSG00000288762"	6.00	2.00	5.00	2.00	5.00
"ENSG00000288763"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288764"	9.00	8.00	3.00	4.00	7.00
"ENSG00000288765"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288766"	6.00	10.00	9.00	11.00	11.00
"ENSG00000288767"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288768"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288769"	10.00	15.00	6.00	13.00	13.00
"ENSG00000288770"	0.00	1.00	0.00	0.00	1.00
"ENSG00000288771"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288772"	10.00	8.00	3.00	10.00	12.00
"ENSG00000288773"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288774"	0.00	0.00	0.00	1.00	0.00
"ENSG00000288775"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288776"	0.00	1.00	0.00	0.00	0.00
"ENSG00000288777"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288778"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288779"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288780"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288781"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288782"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288783"	4.10	9.51	4.86	1.00	4.91
"ENSG00000288784"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288785"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288786"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288787"	13.00	10.00	9.00	11.00	11.00
"ENSG00000288788"	0.00	0.00	0.00	1.00	1.00
"ENSG00000288789"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288790"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288791"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288792"	3.41	5.72	0.00	1.00	6.00
"ENSG00000288793"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288794"	1.00	2.00	0.00	0.00	1.00
"ENSG00000288795"	7.00	8.00	9.00	14.00	10.00
"ENSG00000288796"	1.00	0.00	0.00	0.00	0.00
"ENSG00000288797"	0.72	3.99	11.72	2.59	9.30
"ENSG00000288798"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288799"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288800"	0.00	1.00	0.00	0.00	0.00
"ENSG00000288801"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288802"	0.00	0.00	0.00	0.00	1.00
"ENSG00000288803"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288804"	0.00	1.00	0.00	0.00	0.00
"ENSG00000288805"	1.00	0.00	0.00	0.00	1.00
"ENSG00000288806"	3.00	4.00	2.00	4.00	6.00
"ENSG00000288807"	0.00	0.00	0.00	0.00	1.00
"ENSG00000288808"	7.00	9.00	5.00	6.00	7.00
"ENSG00000288809"	4.00	3.00	2.00	7.00	8.00
"ENSG00000288810"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288811"	0.00	0.00	1.22	0.00	0.00
"ENSG00000288812"	0.00	0.00	0.00	0.00	1.00
"ENSG00000288813"	0.00	1.00	0.00	1.00	1.00
"ENSG00000288814"	1.00	1.00	1.00	1.00	3.00
"ENSG00000288815"	2.00	1.00	1.00	3.00	2.00
"ENSG00000288816"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288817"	4.00	3.00	1.00	3.00	2.00
"ENSG00000288818"	10.00	13.00	13.00	6.00	11.00
"ENSG00000288819"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288820"	26.00	32.00	31.00	20.00	29.00
"ENSG00000288821"	6.00	2.00	0.00	2.00	1.00
"ENSG00000288822"	0.00	1.00	0.00	0.00	0.00
"ENSG00000288823"	45.00	36.00	29.00	26.00	41.00
"ENSG00000288825"	801.00	868.00	546.00	579.00	745.00
"ENSG00000288826"	19.00	24.00	14.00	21.00	25.00
"ENSG00000288827"	15.00	10.00	14.00	22.00	31.00
"ENSG00000288828"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288829"	13.00	7.00	12.00	4.00	11.00
"ENSG00000288830"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288831"	0.00	0.00	0.00	0.00	1.00
"ENSG00000288832"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288833"	20.00	18.00	13.00	20.00	21.00
"ENSG00000288834"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288835"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288836"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288837"	1.00	1.00	0.00	1.00	0.00
"ENSG00000288838"	16.00	14.00	8.00	15.00	19.00
"ENSG00000288839"	8.00	3.00	1.00	6.00	3.00
"ENSG00000288840"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288841"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288842"	1.00	0.00	0.00	0.00	0.00
"ENSG00000288843"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288844"	44.00	44.00	47.00	40.00	47.00
"ENSG00000288845"	1.00	2.00	1.00	1.00	2.00
"ENSG00000288846"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288848"	5.00	4.00	3.00	3.00	4.00
"ENSG00000288849"	186.56	162.53	150.99	157.39	170.06
"ENSG00000288850"	7.00	7.00	2.00	2.00	1.00
"ENSG00000288851"	2.00	2.00	1.00	2.00	0.00
"ENSG00000288852"	27.01	27.00	25.00	27.00	24.00
"ENSG00000288853"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288854"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288855"	0.00	0.00	0.00	1.00	3.37
"ENSG00000288856"	0.00	3.00	0.00	1.00	2.00
"ENSG00000288857"	0.00	1.00	0.00	0.00	0.00
"ENSG00000288858"	4.00	8.00	3.00	3.00	5.00
"ENSG00000288859"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288860"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288861"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288862"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288863"	1.00	0.00	0.00	0.00	0.00
"ENSG00000288864"	46.84	46.28	29.97	52.35	41.31
"ENSG00000288865"	0.00	0.00	0.00	0.00	2.00
"ENSG00000288866"	0.00	3.00	1.00	0.00	1.00
"ENSG00000288867"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288868"	39.00	29.00	9.00	17.00	20.00
"ENSG00000288869"	26.00	27.00	5.00	7.00	10.00
"ENSG00000288871"	4.00	4.00	2.00	6.00	3.00
"ENSG00000288872"	0.00	0.00	1.00	0.00	0.00
"ENSG00000288873"	64.00	54.00	58.00	47.00	81.00
"ENSG00000288874"	0.00	0.00	0.00	1.00	0.00
"ENSG00000288875"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288876"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288877"	4.00	9.00	2.00	2.00	3.00
"ENSG00000288878"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288879"	1.00	1.00	0.00	0.00	0.00
"ENSG00000288880"	20.00	20.42	11.00	21.00	22.00
"ENSG00000288881"	0.00	0.00	1.00	0.00	0.00
"ENSG00000288882"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288883"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288885"	0.00	1.00	0.00	1.00	2.00
"ENSG00000288886"	0.00	0.00	0.00	0.00	1.00
"ENSG00000288887"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288888"	0.00	0.00	0.00	0.00	1.00
"ENSG00000288889"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288890"	3.00	6.00	3.00	10.00	4.00
"ENSG00000288891"	75.26	56.76	77.77	87.33	102.89
"ENSG00000288892"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288893"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288894"	0.00	0.00	0.00	4.72	0.00
"ENSG00000288895"	168.56	150.89	162.04	204.10	248.93
"ENSG00000288896"	1.00	0.00	2.00	0.00	1.00
"ENSG00000288897"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288898"	3.00	3.00	0.00	1.00	3.00
"ENSG00000288899"	5.01	5.00	5.00	8.00	5.00
"ENSG00000288900"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288901"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288902"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288903"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288904"	23.00	16.00	8.00	15.00	12.00
"ENSG00000288905"	6.69	14.37	4.32	7.15	21.78
"ENSG00000288906"	24.00	15.00	9.00	8.00	10.00
"ENSG00000288907"	35.00	42.00	31.00	25.00	33.00
"ENSG00000288908"	46.00	54.00	27.00	40.00	57.00
"ENSG00000288909"	34.00	28.00	26.00	17.00	36.00
"ENSG00000288910"	1.00	0.00	0.00	1.00	0.00
"ENSG00000288911"	6.00	0.00	1.00	1.00	2.00
"ENSG00000288912"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288913"	8.00	8.00	7.00	6.00	6.00
"ENSG00000288914"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288915"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288916"	0.00	1.00	0.00	0.00	1.00
"ENSG00000288917"	5.11	7.17	2.06	3.13	5.13
"ENSG00000288918"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288919"	8.00	5.00	3.00	9.00	8.00
"ENSG00000288920"	864.25	896.34	684.43	982.44	1141.71
"ENSG00000288921"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288922"	1.00	1.00	0.00	0.00	2.00
"ENSG00000288923"	1.00	2.00	1.00	0.00	2.00
"ENSG00000288924"	97.00	87.00	68.00	90.00	123.00
"ENSG00000288925"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288926"	8.00	13.00	11.00	3.00	10.00
"ENSG00000288927"	3.00	0.00	1.00	0.00	1.00
"ENSG00000288928"	5.00	4.00	3.00	0.00	8.00
"ENSG00000288929"	0.00	0.00	0.00	0.00	1.00
"ENSG00000288930"	14.56	13.48	11.18	20.16	12.44
"ENSG00000288931"	1.64	7.05	5.62	1.24	8.90
"ENSG00000288932"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288933"	0.00	1.00	0.00	0.00	1.00
"ENSG00000288934"	16.00	10.00	14.00	5.00	8.00
"ENSG00000288935"	1.00	1.00	2.00	0.00	0.00
"ENSG00000288936"	1.00	0.00	0.00	0.00	0.00
"ENSG00000288937"	5.00	8.00	6.00	7.00	4.00
"ENSG00000288938"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288939"	1.00	1.00	0.00	0.00	2.00
"ENSG00000288940"	3.00	2.00	2.00	1.00	0.00
"ENSG00000288941"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288942"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288944"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288945"	6.00	2.00	1.00	4.00	3.00
"ENSG00000288946"	0.00	2.00	0.00	1.00	0.00
"ENSG00000288947"	18.98	18.00	10.00	11.00	25.00
"ENSG00000288948"	1.00	2.00	1.00	1.00	4.00
"ENSG00000288949"	1.00	0.00	1.00	1.00	1.00
"ENSG00000288950"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288951"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288952"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288953"	83.00	79.00	48.00	41.00	71.00
"ENSG00000288954"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288955"	1.00	0.00	1.00	0.00	1.00
"ENSG00000288956"	27.00	18.00	19.00	16.00	17.00
"ENSG00000288957"	0.00	0.00	1.00	0.00	0.00
"ENSG00000288958"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288959"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288960"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288961"	10.00	11.00	12.00	18.00	15.00
"ENSG00000288962"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288963"	0.00	0.00	0.00	0.00	1.00
"ENSG00000288964"	0.00	0.00	1.00	0.00	0.00
"ENSG00000288965"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288966"	3.00	0.00	1.00	2.00	1.00
"ENSG00000288967"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288968"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288969"	0.00	2.00	2.00	3.00	6.00
"ENSG00000288970"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288971"	12.00	9.00	4.00	10.00	5.00
"ENSG00000288972"	2.00	3.00	1.00	0.00	3.00
"ENSG00000288973"	163.00	161.00	230.00	221.00	300.00
"ENSG00000288974"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288975"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288976"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288977"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288978"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288979"	1.00	2.00	2.00	0.00	0.00
"ENSG00000288980"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288982"	7.00	2.00	4.00	4.00	3.00
"ENSG00000288983"	34.00	27.00	35.00	51.00	66.00
"ENSG00000288984"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288985"	1.00	5.00	4.00	1.00	1.00
"ENSG00000288986"	0.00	1.00	0.00	0.00	0.00
"ENSG00000288987"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288988"	6.00	12.00	2.00	10.00	15.00
"ENSG00000288989"	11.00	10.00	6.00	7.00	6.00
"ENSG00000288990"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288991"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288992"	0.00	1.00	0.00	0.00	0.00
"ENSG00000288993"	3.00	4.00	2.00	7.00	4.00
"ENSG00000288994"	0.00	3.00	1.00	4.00	2.00
"ENSG00000288995"	1.00	1.00	2.00	3.00	3.00
"ENSG00000288996"	8.00	9.00	6.00	5.00	8.00
"ENSG00000288997"	0.00	0.00	0.00	0.00	0.00
"ENSG00000288998"	3.00	0.00	4.00	3.00	1.00
"ENSG00000288999"	28.00	28.00	20.00	15.00	18.00
"ENSG00000289000"	0.00	1.00	0.00	0.00	2.00
"ENSG00000289001"	4.94	7.10	2.46	7.46	8.62
"ENSG00000289002"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289003"	7.00	1.00	8.00	7.00	7.00
"ENSG00000289004"	13.00	11.00	16.00	12.00	17.00
"ENSG00000289005"	0.00	3.00	0.00	5.00	3.00
"ENSG00000289006"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289007"	7.00	6.50	9.50	6.00	10.00
"ENSG00000289008"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289009"	7.00	8.00	3.00	4.00	3.00
"ENSG00000289010"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289011"	0.00	1.00	1.00	0.00	2.00
"ENSG00000289012"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289013"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289014"	4.00	4.00	2.00	1.00	2.00
"ENSG00000289015"	5.00	7.00	2.00	2.00	2.00
"ENSG00000289016"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289017"	6.00	5.00	5.00	3.00	7.00
"ENSG00000289018"	19.00	14.00	16.00	10.00	16.00
"ENSG00000289019"	14.00	11.00	2.00	2.00	4.00
"ENSG00000289020"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289021"	6.00	8.00	12.00	9.00	13.00
"ENSG00000289023"	1.00	2.00	0.00	0.00	0.00
"ENSG00000289024"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289025"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289026"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289027"	7.71	28.27	14.32	20.76	76.35
"ENSG00000289028"	13.00	8.00	6.00	1.00	3.00
"ENSG00000289029"	0.00	0.00	2.00	0.00	0.00
"ENSG00000289030"	0.00	1.00	1.00	2.00	0.00
"ENSG00000289031"	5.00	4.00	2.00	6.00	7.00
"ENSG00000289032"	4.00	3.00	4.00	2.00	5.00
"ENSG00000289033"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289034"	0.00	0.00	0.00	1.00	0.00
"ENSG00000289035"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289036"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289037"	3.00	8.00	9.00	7.00	11.00
"ENSG00000289038"	3.00	3.00	2.00	1.00	4.00
"ENSG00000289039"	18.00	9.00	10.00	8.00	11.00
"ENSG00000289040"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289041"	2.00	0.00	3.00	2.00	0.00
"ENSG00000289042"	13.00	11.00	11.00	10.00	19.00
"ENSG00000289043"	10.00	10.00	8.00	12.00	9.00
"ENSG00000289044"	7.00	4.00	2.00	1.00	1.00
"ENSG00000289045"	6.00	5.00	6.00	4.00	5.00
"ENSG00000289046"	4.00	4.00	3.00	4.00	6.00
"ENSG00000289047"	340.00	335.00	255.00	304.00	333.00
"ENSG00000289048"	137.00	135.00	123.00	89.00	146.00
"ENSG00000289049"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289050"	0.00	1.00	0.00	0.00	1.00
"ENSG00000289051"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289052"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289053"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289054"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289055"	0.00	0.00	0.00	1.00	0.00
"ENSG00000289056"	44.00	53.00	32.00	35.00	32.00
"ENSG00000289057"	0.00	0.00	1.00	0.00	0.00
"ENSG00000289058"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289059"	4.00	9.00	1.00	4.00	6.00
"ENSG00000289060"	0.00	0.00	1.00	0.00	0.00
"ENSG00000289061"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289062"	8.00	5.00	1.00	0.00	4.00
"ENSG00000289063"	1.00	1.00	2.00	0.00	0.00
"ENSG00000289064"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289065"	5.00	8.00	3.00	7.00	4.00
"ENSG00000289066"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289067"	23.00	19.00	12.00	11.00	26.00
"ENSG00000289068"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289069"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289070"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289071"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289072"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289073"	18.00	18.00	5.00	7.00	15.00
"ENSG00000289074"	61.00	59.00	40.00	59.00	68.00
"ENSG00000289075"	73.00	59.00	55.00	53.00	61.00
"ENSG00000289076"	5.00	2.00	3.00	1.00	5.00
"ENSG00000289077"	0.00	0.00	1.00	0.00	0.00
"ENSG00000289078"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289079"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289080"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289081"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289082"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289083"	24.00	19.00	23.00	19.01	19.55
"ENSG00000289084"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289085"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289086"	0.00	0.00	3.00	3.00	0.00
"ENSG00000289087"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289088"	3.44	9.52	3.82	4.84	10.56
"ENSG00000289089"	11.00	13.00	11.00	13.00	20.00
"ENSG00000289090"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289091"	10.47	14.68	6.67	12.14	13.66
"ENSG00000289092"	14.00	11.00	12.00	19.00	20.00
"ENSG00000289093"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289094"	3.00	7.00	2.00	2.00	4.00
"ENSG00000289095"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289096"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289097"	1.00	3.00	1.00	0.00	1.00
"ENSG00000289098"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289099"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289100"	45.50	36.11	25.00	38.04	35.00
"ENSG00000289101"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289102"	21.17	22.49	15.00	15.18	24.01
"ENSG00000289103"	11.00	7.00	5.00	5.00	7.00
"ENSG00000289104"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289105"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289106"	78.00	80.00	59.00	53.00	75.00
"ENSG00000289107"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289108"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289109"	1.00	0.00	0.00	1.00	0.00
"ENSG00000289110"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289111"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289112"	9.00	7.00	4.00	7.00	6.00
"ENSG00000289113"	2.64	2.10	2.00	2.02	0.00
"ENSG00000289114"	1.00	3.00	1.00	4.00	0.00
"ENSG00000289115"	0.00	1.00	0.00	0.00	2.00
"ENSG00000289116"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289117"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289118"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289119"	0.00	1.00	0.00	0.00	0.00
"ENSG00000289120"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289121"	4.00	5.00	8.00	6.00	5.00
"ENSG00000289122"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289123"	2.00	1.00	5.00	2.00	3.00
"ENSG00000289124"	6.00	9.00	6.00	6.00	4.00
"ENSG00000289125"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289126"	6.00	11.00	6.00	9.00	5.00
"ENSG00000289127"	1.00	1.00	2.00	1.00	3.00
"ENSG00000289128"	0.00	0.00	1.00	0.00	0.00
"ENSG00000289129"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289130"	0.00	2.00	0.00	0.00	2.00
"ENSG00000289131"	0.00	0.00	1.00	1.00	1.00
"ENSG00000289132"	14.00	16.00	10.00	15.00	13.00
"ENSG00000289133"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289134"	1.00	0.83	0.00	0.00	0.00
"ENSG00000289135"	35.00	46.00	41.00	48.00	47.00
"ENSG00000289136"	2.00	0.00	1.00	0.00	0.00
"ENSG00000289137"	0.00	0.00	0.00	0.00	0.00
